"serial_no","category","intm_id","page","name","trade_name","registration_no","email","telephone","fax_no","address","contact_person","correspondence_address","correspondence_email","correspondence_telephone","correspondence_fax","website","exchange_name","emails_all","phone_numbers_all","validity","source_url"
"127","Registered Portfolio Managers","33","6","Courser Park Advisors LLP","","INP000008303","gayathri@courserpark.com","00919972006026","00919972006026","C 1402, G Crop Residencies, 115 ST bed Layout, Opp. Nirguna Mandir, Koramangala I Block, BANGALORE, KARNATAKA, 560034","Gayathri Rao","Jai Ganesh situated at No 633, IVth Cross 100 Road III Block Koramangala, BANGALORE, KARNATAKA, 560034","","","","","","gayathri@courserpark.com","00919972006026","Sep 22, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"128","Registered Portfolio Managers","33","6","Credent Asset Management Services Private Limited","","INP000006101","compliance@credentglobal.com","9102268452001","9102268452001","306, B2, Shubham Centre, Cardinal Gracious Road, Chakala, Andheri East, MUMBAI, MAHARASHTRA, 400099","Preeti Sethi","Unit No. 609, 6th Floor, C Wing, One BKC, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","","","","","","compliance@credentglobal.com","9102268452001","Dec 18, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"129","Registered Portfolio Managers","33","6","CREST CAPITAL MANAGEMENT PRIVATE LIMITED","","INP000009612","zuhaib@crest-group.co","00919871396555","00919871396555","B 601, Lantane Mahindra S, LBS Marg, Bhandup West, MUMBAI, MAHARASHTRA, 400078","Zuhaib Khan","B wing 6th floor, Supreme Business Park Wing B, SUPREME BUSINESS PARK, , Cliff Avenue Unit No. B, 501a, Hiranandani Gardens, Powai, MUMBAI, MAHARASHTRA, 400076","","","","","","zuhaib@crest-group.co","00919871396555","Aug 28, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"130","Registered Portfolio Managers","33","6","Cumulus Advisory LLP","","INP000009214","compliance@cumuluswealth.in","0919944147077","0919944147077","24,44, 2nd Main Road, Kasturibai Nagar, Chennai, Chennai City Corporation, CHENNAI, TAMIL NADU, 600020","Chandrasekar Santhosh","24,44, 2nd Main Road, Kasturibai Nagar, Chennai, Chennai City Corporation, CHENNAI, TAMIL NADU, 600020","","","","","","compliance@cumuluswealth.in","0919944147077","Jan 31, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"131","Registered Portfolio Managers","33","6","CX ADVISORS LLP","","INP000008525","vinayak@cxpartners.in","001147640000","001147640000","Atelier Level 1 Suite No 3 Worldmark 2, Aerocity, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037","Vinayak Shenvi","Atelier Level 1 Suite No 3 Worldmark 2, Aerocity, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037","","","","cxpartners.in/","","vinayak@cxpartners.in","001147640000","Jan 09, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"132","Registered Portfolio Managers","33","6","DALAL & BROACHA STOCK BROKING PVT. LTD.","","INP000001975","","22822992","22822992","506 Maker Chambers V, 221 Nariman Point, MUMBAI, MAHARASHTRA, 400021","Chetan Mehta","506, Maker Chambers V, 221 Nariman Point, MUMBAI, MAHARASHTRA, 400021","","","","dalal-broacha.com/","","","22822992","Mar 15, 2016 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"133","Registered Portfolio Managers","33","6","DARASHAW & COMPANY LTD","","INP000000431","","66306612/22652835","66306612/22652835","3,Rajesh Mansion, D.Vachha Road,Churchgate, MUMBAI, MAHARASHTRA, 400020","M.Bina Shah","1205/06, REGENT CHAMBER, NARIMAN POINT, MUMBAI, MAHARASHTRA, 400021","","","","darashaw.com","","","66306612/22652835","Oct 16, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"134","Registered Portfolio Managers","33","6","DEUTSCHE INVESTMENTS INDIA PRIVATE LIMITED","","INP000002825","","6658 4578","6658 4578","Nirlon Knowledge Park, Block B-1,, Western Express Highway, Goregaon(East), MUMBAI, MAHARASHTRA, 400063","Sanjiv Nagar","","","","","country.db.com/india/deutsche-investments-india/","","","6658 4578","Jul 25, 2008 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"135","Registered Portfolio Managers","33","6","DEZERV INVESTMENTS PRIVATE LIMITED","","INP000007377","kavita.khatri@dezerv.in","910009167830754","910009167830754","Unit No. 301, Trade Centre, Bandra East, MUMBAI, MAHARASHTRA, 400051","Kavita Khatri","Unit No. 301, Trade Centre, Bandra East, MUMBAI, MAHARASHTRA, 400051","","","","","","kavita.khatri@dezerv.in","910009167830754","Mar 24, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"136","Registered Portfolio Managers","33","6","DGS CAPITAL MANAGEMENT PRIVATE LIMITED","","INP000004870","","","","M-116, First Floor, Connaught Place, Outer Circle, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","","1109 JMD Megapolis, Sohna Road, Sector 48, GURGAON, HARYANA, 122018","","","","","","","","Oct 05, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"137","Registered Portfolio Managers","33","6","Divya Capital One Private Limited","","INP000008145","cs@divyacapitalone.com","9101149535515","9101149535515","Commercial Unit No. 510/511/511A, 5th Floor ,Dalal Street Commercial Co-Operative Society Ltd, Xchange Plaza Block No.-53, Building No. 53E, Zone-5, Road 5E, GIFT City, GANDHINAGAR, GUJARAT, 382355","Haritima Singh","S-3 Level Hall No. 3 Block E, International Trade Tower Nehru Place, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","","","","divyacapitalone.com/","","cs@divyacapitalone.com","9101149535515","Jun 08, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"138","Registered Portfolio Managers","33","6","DMZ Partners Investment Management LLP","","INP000005944","soumil@dmzpartners.in","9102224965361","","705 Nirman Kendra, Off E Moses Road, Mahalaxmi, MUMBAI, MAHARASHTRA, 400011","Mitesh Shah","705 Nirman Kendra, Off E Moses Road, Mahalaxmi, MUMBAI, MAHARASHTRA, 400011","","","","dmzpartners.in","","soumil@dmzpartners.in","9102224965361","Feb 23, 2018 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"139","Registered Portfolio Managers","33","6","Dolat Capital Market Private Limited","","INP000009603","arushc@dolatcapital.com","000917977030733","000917977030733","1401 1410, Dolat Capital, 14th Floor,, DSCCL, Block 53, Road 5E, GIFT DTA, GIFT City, GANDHINAGAR, GUJARAT, 382050","Arush Chaturvedi","1005, 10th Floor, Sunshine Tower, Senapati Bapat Marg, Prabhadevi., MUMBAI, MAHARASHTRA, 400013","","","","","","arushc@dolatcapital.com","000917977030733","Aug 26, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"140","Registered Portfolio Managers","33","6","DRCHOKSEY FINSERV PRIVATE LIMITED","","INP000007906","compliance@drchoksey.com","91229819807974","","5TH FLOOR ABHISHEK BUILDING BEHIND MONGINIS CAKE FACTORY , OFF NEW LINK ROAD ANDHERI WEST, MUMBAI, MAHARASHTRA, 400053","Maulik Trivedi","5TH FLOOR ABHISHEK BUILDING BEHIND MONGINIS CAKE FACTORY , OFF NEW LINK ROAD ANDHERI WEST, MUMBAI, MAHARASHTRA, 400053","","","","https://devenchoksey.com/","","compliance@drchoksey.com","91229819807974","Mar 13, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"141","Registered Portfolio Managers","33","6","Driv Drisht LLP","","INP000008570","cs@dhanvesttor.com","9103322800152","9103322800152","Surabhi, 2nd Floor, 8 1 2 DR UN Brahmachari Street, Circus Avenue, Shakespeare Sarani, Kolkata 700017, West Bengal, India, KOLKATA, WEST BENGAL, 700017","Neha Verma","Surabhi, 2nd Floor, 8 1 2 DR UN Brahmachari Street, Circus Avenue, Shakespeare Sarani, Kolkata 700017, West Bengal, India, KOLKATA, WEST BENGAL, 700017","","","","","","cs@dhanvesttor.com","9103322800152","Feb 07, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"142","Registered Portfolio Managers","33","6","DSIJ WEALTH ADVISORY PRIVATE LIMITED","","INP000009940","","","","Office No. 409, SR No. 101/A/1, CTS No. 2069/A/1 SBH K Pune City, Yerwada, Pune, PUNE, MAHARASHTRA, 411006","Abhishek Chitre","","","","","https://www.dsij.in/","","","","Apr 20, 2026 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"143","Registered Portfolio Managers","33","6","DT Portfolio Managers LLP","","INP000009542","shiv.rohira@dt-partners.in","91919820880099","91919820880099","146, 14th Floor, Plot 220, Maker Chamber VI, Jamnalal Bajaj Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Shiv Rohira","111A, 11th floor, Mittal Chambers, 228, Nariman Point, MUMBAI, MAHARASHTRA, 400021","","","","","","shiv.rohira@dt-partners.in","91919820880099","Jul 09, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"144","Registered Portfolio Managers","33","6","DV INVESTMENT ADVISORS LLP","","INP000009515","compliances@dvia.com","00919819741338","00919819741338","2001, Sumer Trinity Tower 1, New Prabhadevi Road, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","Preet Shah","704, 7th Floor, Trade World, Kamala Mills, C wing, Senaparti Bapat Marg, lower Parel West, MUMBAI, MAHARASHTRA, 400013","","","","","","compliances@dvia.com","00919819741338","Jun 30, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"145","Registered Portfolio Managers","33","6","DWAITH ADVISORY PRIVATE LIMITED","","INP000008561","harsha.venkatesh@gmail.com","0919108992346","","Ground Floor, Brigade MLR Center c/o Zepco Technologies Private Limited, , No. 50, Vanivilas Road, Basavanagudi, BANGALORE, KARNATAKA, 560004","VenkateshaMurthy","Ground Floor, Brigade MLR Center c/o Zepco Technologies Private Limited, , No. 50, Vanivilas Road, Basavanagudi, BANGALORE, KARNATAKA, 560004","","","","dwaithfunds.com/dwaith-pms/","","harsha.venkatesh@gmail.com","0919108992346","Feb 05, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"146","Registered Portfolio Managers","33","6","DYNAMIC EQUITIES PRIVATE LIMITED","","INP000003468","","033 30010000","033 30010000","""Technopolis"" 14th floor, Plot No. BP4, Sector-V, Saltlake, KOLKATA, WEST BENGAL, 700091","MS. DOLLY DHAVLE","Technopolis 14th Floor, Plot No.BP4, Sector-V, Saltlake, KOLKATA, WEST BENGAL, 700091","","","","valuestocks.in/","","","033 30010000","Nov 16, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"147","Registered Portfolio Managers","33","6","EAAA India Alternatives Limited","","INP000008260","alternativescompliance@edelweissalts.com","9102240194706","","Edelweiss House, Off C.S.T. Road,, Kalina,, MUMBAI, MAHARASHTRA, 400098","Ankur Kedia","Edelweiss House, Off C.S.T. Road, Kalina, MUMBAI, MAHARASHTRA, 400098","","","","https://www.eaaa.in/","","alternativescompliance@edelweissalts.com","9102240194706","Sep 06, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"148","Registered Portfolio Managers","33","6","East Green Advisors LLP","","INP000008075","","","","","","","","","","","","","","May 10, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"149","Registered Portfolio Managers","33","6","East Lane Capital LLP","","INP000007058","atulvaid13@yahoo.com","91009833829434","91009833829434","2804 PRESTIGE TURF TOWER SHAKTI MILL LANE DR E MOSES ROAD, MAHALAXMI, MUMBAI, MAHARASHTRA, 400011","Atul Vaid","2804 PRESTIGE TURF TOWER SHAKTI MILL LANE DR E MOSES ROAD, MAHALAXMI, MUMBAI, MAHARASHTRA, 400011","","","","","","atulvaid13@yahoo.com","91009833829434","Sep 10, 2020 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"150","Registered Portfolio Managers","33","6","Ebisu Investment Advisors LLP","","INP000009250","pankaj.mittal@ebisuinvestments.com","910227738322241","910227738322241","C 3 52, Pravasi INDL Estate, Off Aarey Road, Goregaon Police Station, Goregaon East, MUMBAI, MAHARASHTRA, 400063","Pankajkumar Mittal","C 3 52, Pravasi INDL Estate, Off Aarey Road, Goregaon Police Station, Goregaon East, MUMBAI, MAHARASHTRA, 400063","","","","","","pankaj.mittal@ebisuinvestments.com","910227738322241","Feb 24, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"151","Registered Portfolio Managers","33","7","EDELWEISS ASSET MANAGEMENT LIMITED","","INP000004631","","022 4088 5670","022 4088 5670","Edelweiss House, Off CST Road, Kalina, MUMBAI, MAHARASHTRA, 400098","Radhika Gupta","Edelweiss House, Off CST Road, Kalina, MUMBAI, MAHARASHTRA, 400098","","","","","","","022 4088 5670","Jan 20, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"152","Registered Portfolio Managers","33","7","Edelweiss Global Wealth Management Limited","","INP000008880","pms.compliance@edelweissfin.com","9102240795199","","Edelweiss House, Off. C.S.T. Road,, Kalina,, MUMBAI, MAHARASHTRA, 400098","Hetal Pandit","Edelweiss House, Off. C.S.T. Road, Kalina, MUMBAI, MAHARASHTRA, 400098","","","","","","pms.compliance@edelweissfin.com","9102240795199","Aug 19, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"153","Registered Portfolio Managers","33","7","EKLAVYA CAPITAL ADVISORS LLP","","INP000005265","","","","H-3, Siddh Apartment, 107 IP Extension, NEW DELHI, 110092","","UGF 27, Block C, Omaxe Gurgaon Mall, Sohna Road, GURUGRAM, HARYANA, 122001","","","","eklavyacap.in","","","","Nov 01, 2016 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"154","Registered Portfolio Managers","33","7","Electrum Portfolio Managers Private Limited","","INP000007544","Rakesh@electrumcapital.in","9102249692465","","1301,13th Floor, Morya Grand, Off New Link Road, Opp Infinity Mall, Andheri West, MUMBAI, MAHARASHTRA, 400053","Rakesh Garg","1301,13th Floor, Morya Grand, Off New Link Road, Opp Infinity Mall, Andheri West, MUMBAI, MAHARASHTRA, 400053","","","","https://electrumcapital.in","","Rakesh@electrumcapital.in","9102249692465","Sep 08, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"155","Registered Portfolio Managers","33","7","ELITE WEALTH LIMITED","","INP000003021","","","","","","","","","","","","","","Nov 03, 2014 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"156","Registered Portfolio Managers","33","7","ELIXIR EQUITIES PVT. LTD.","","INP000002163","","61151919","61151919","508 APEEJAY HOUSE, 130 Mumbai Samachar Marg , Fort, MUMBAI, MAHARASHTRA, 400023","Dipan Mehta","58, Mittal Chambers, 228, Nariman Point, MUMBAI, MAHARASHTRA, 400021","","","","elixirequities.com/","","","61151919","Jun 01, 2016 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"157","Registered Portfolio Managers","33","7","EMKAY INVESTMENT MANAGERS LIMITED","","INP000004458","compliance@emkayglobal.com","9102266299299","9102266299299","The Ruby, 7th Floor,, Senapati Bapat Marg, Dadar W,, MUMBAI, MAHARASHTRA, 400028","Arvind Tankkar","C 6, Ground Floor, Paragon Center, P.B. Marg, Opp. Century Mills, Worli, MUMBAI, MAHARASHTRA, 400013","","","","","","compliance@emkayglobal.com","9102266299299","Mar 16, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"158","Registered Portfolio Managers","33","7","ENAM ASSET MANAGEMENT CO.PVT.LTD","","INP000000225","","66291209","66291209","810, RAHEJA CHAMBERS, FPJ ROAD,, NARIMAN POINT,, MUMBAI, MAHARASHTRA, 400021","RASHMIKANT SHAH","810, RAHEJA CHAMBERS, FPJ ROAD, NARIMAN POINT, MUMBAI, MAHARASHTRA, 400020","","","","","","","66291209","Jul 01, 2016 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"159","Registered Portfolio Managers","33","7","Entrust Family Office Investment Advisors Private Limited","","INP000006314","compliance@entrust.co.in","9108041479777","9108041479777","No.24, 4th Floor, 1st Cross, Magrath Road,, BANGALORE, KARNATAKA, 560025","Pradeep A N","No.24,4th Floor, 1st Cross, Magrath Road, BANGALORE, KARNATAKA, 560025","","","","","","compliance@entrust.co.in","9108041479777","Dec 11, 2018 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"160","Registered Portfolio Managers","33","7","ENVISION CAPITAL SERVICES PVT.LTD.","","INP000003575","chetan.yadav@envisioncapital.in","91222243553000","91222243553000","33 MAKER CHAMBERS 6, JAMNALAL BAJAJ MARG, MUMBAI, MAHARASHTRA, 400021","Chetan Yadav","217, Tulsiani Chambers, Nariman Point, MUMBAI, MAHARASHTRA, 400021","","","","","","chetan.yadav@envisioncapital.in","91222243553000","Mar 04, 2016 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"161","Registered Portfolio Managers","33","7","Epiq Capital Investment Advisory LLP","","INP000007793","comp@epiqcapital.com","9102262817100","9102262817100","Birla Aurora, Level 15, Dr. Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400030","Kamlesh Patre","Birla Aurora, Level 15, Dr. Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400030","","","","","","comp@epiqcapital.com","9102262817100","Jan 18, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"162","Registered Portfolio Managers","33","7","Equentis Wealth Advisory Services Limited","","INP000008969","pmscompliance@equentis.com","00002261013800","","A603, Marathon Futurex, Mafatlal Mills Compound, N M Joshi Marg, Lower Parel E, Mumbai, MUMBAI, MAHARASHTRA, 400013","Rakesh Gupta","A603, Marathon Futurex, Mafatlal Mills Compound, N M Joshi Marg, Lower Parel E, Mumbai, MUMBAI, MAHARASHTRA, 400013","","","","equentis.com/researchandranking","","pmscompliance@equentis.com","00002261013800","Sep 09, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"163","Registered Portfolio Managers","33","7","Equinova Investment Managers Private Limited","","INP000009700","anuj.bansal@equinova.co.in","000919930260580","000919930260580","Unit no. 603, 6th Floor, INS Tower, G Block,, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Anuj Bansal","Unit no. 603, 6th Floor, INS Tower, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","","","","http: www.equinova.co.in","","anuj.bansal@equinova.co.in","000919930260580","Nov 27, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"164","Registered Portfolio Managers","33","7","Equipoise Capital Management Private Limited","","INP000008756","aashish@equipoise.in","9102240221202","","505 Keshava, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Pressy Dsouza","505 Keshava, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","","","","equipoise.in/portfolio-management/","","aashish@equipoise.in","9102240221202","Jun 26, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"165","Registered Portfolio Managers","33","7","EQUIRUS WEALTH PRIVATE LIMITED","","INP000007076","equirus_compliance@equirus.com","9107961909586","9107961909586","A1303MarathonFuturexMafatlalMillsCompound , NMJOSHIMARGLOWERPAREL, MUMBAI, MAHARASHTRA, 400013","JINESHA MEHTA","3RD FLOOR HOUSE NO 9 MAGNET CORPORATE PARK, B/H INTAS SOLA BRIDGE S G HIGHWAY THALTEJ, AHMEDABAD, GUJARAT, 380054","","","","","","equirus_compliance@equirus.com","9107961909586","Oct 06, 2020 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"166","Registered Portfolio Managers","33","7","Equitree Capital Advisors Private Limited","","INP000005777","pawan@equitreecapital.com","9102249055100","","M-4, President Plaza, Nr. Krushi Mangal Hall, Ring Road, SURAT, GUJARAT, 395002","Suneet Kabra","1201, 12th Floor, Tower 1, Indiabulls Finance Center, Elphinstone Road, MUMBAI, MAHARASHTRA, 400013","","","","EQUITREECAPITAL.COM","","pawan@equitreecapital.com","9102249055100","Jul 28, 2017 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"167","Registered Portfolio Managers","33","7","EQUITY INTELLIGENCE INDIA PVT. LTD.","","INP000000787","","04842323232","04842323232","5th Floor, Areekal Mansion, Manorama Jn. Main Avenue, Panampilly Nagar, KERALA, 682036","MR.ABHILASH VARGHESE","5th Floor, Areekal Mansion, Manorama Jn., Main Avenue, Panampilly Nagar, KERALA, 682036","","","","equityintelligence.com/","","","04842323232","Mar 16, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"168","Registered Portfolio Managers","33","7","ESCORP ASSET MANAGEMENT LIMITED","","INP000005372","","","","60, Khatau Building, Grd Floor, Alkesh Dinesh Modi Marg, Fort, MUMBAI, MAHARASHTRA, 400018","","718-A, P.J.Towers, , Dalal Street, Fort, MUMBAI, MAHARASHTRA, 400018","","","","escorpamc.co.in/","","","","Apr 06, 2017 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"169","Registered Portfolio Managers","33","7","Estee Advisors Private Limited","","INP000007720","umesh.kumar@esteeadvisors.com","911240004637700","911240004637700","PO5-01A, PO5-01B, PO5-01C, 5th Floor, Tower A, WTC Gift City, Block 51, Road 5E, Zone 5,, Gift City, Gandhinagar,, GANDHINAGAR, GUJARAT, 382355","Umesh Kumar","8th Floor, Block I, Vatika Business Park, Sohna Road, Sector 49, GURUGRAM, HARYANA, 122001","","","","esteeadvisors.com","","umesh.kumar@esteeadvisors.com","911240004637700","Dec 27, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"170","Registered Portfolio Managers","33","7","Eternity Investments Management Partners LLP","","INP000009755","compliance@eternityim.in","9122044833736","","Office No. G2, 6th Floor, 35 Court Chambers, Vitthaldas Thackarsey Marg, Marine Lines, Mumbai 400020, MUMBAI, MAHARASHTRA, 400020","Parvez Pochkhanawala","Office No. G2, 6th Floor, 35 Court Chambers, Vitthaldas Thackarsey Marg, Marine Lines, Mumbai 400020, MUMBAI, MAHARASHTRA, 400020","","","","www.eternityim.in","","compliance@eternityim.in","9122044833736","Jan 01, 2026 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"171","Registered Portfolio Managers","33","7","EUREKA PORTFOLIO MANAGEMENT SERVICES PVT LTD","","INP000005740","PMS@EUREKASEC.COM","9103366280000","9103322105184","DN 51 Merlin Infinite 11th Floor, Salt Lake Sector V, KOLKATA, WEST BENGAL, 700091","VIVEK KHATOR","DN 51 Merlin Infinite 11th Floor, Salt Lake Sector V, KOLKATA, WEST BENGAL, 700091","","","","eurekasec.com/","","PMS@EUREKASEC.COM","9103366280000","Jul 19, 2017 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"172","Registered Portfolio Managers","33","7","FE SECURITIES PRIVATE LIMITED","","INP000009269","fes@fesecurities.in","9101123350670","","814 ARUNACHAL BUILDING, 19 BARAKHAMBA ROAD, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","ANIL KUMAR","803 Arunachal Building, 19 BARAKHAMBA ROAD, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","","","","","","fes@fesecurities.in","9101123350670","Feb 28, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"173","Registered Portfolio Managers","33","7","FIDENT ASSET MANAGEMENT PRIVATE LIMITED","","INP000008482","","","","","","","","","","","","","","Dec 14, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"174","Registered Portfolio Managers","33","7","FINCOS TECHNOLOGY SOLUTIONS PRIVATE LIMITED","","INP000008668","office@fincossolutions.com","91111143708987","91111143708987","B- 504 Wing B Statesman House, 148 Barakhamba Road Connaught Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Kamlesh Patial","B- 504 Wing B Statesman House, 148 Barakhamba Road Connaught Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","","","","info@fincossolutions.com, office@fincossolutions.com","","office@fincossolutions.com","91111143708987","Apr 05, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"175","Registered Portfolio Managers","33","7","Findoc Investmart Private Limited","","INP000009056","pms@myfindoc.com","9101614155000","","1210 to 1213A, Exchange Plaza, Near Mercury Hotel , Opposite WTC Tower, GIFT City, GANDHINAGAR, GUJARAT, 382355","Mayur Jain","4th Floor, Kartar Bhawan, Near PAU Gate No.01, LUDHIANA, PUNJAB, 141001","","","","","","pms@myfindoc.com","9101614155000","Oct 11, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"176","Registered Portfolio Managers","33","8","Finwizard Technology Private Limited","","INP000008950","krishna@fisdom.com","910229820178911","","IndiQube Sapphire,2nd Floor,No73,1,StMarks Road,Bangalore, BANGALORE, KARNATAKA, 560052","Krishna Jakkula","17th Floor VIOS Tower Off Eastern Express Highway, Near Anik Nagar Bus Depot Sewri Chembur Road, MUMBAI, MAHARASHTRA, 400037","","","","","","krishna@fisdom.com","910229820178911","Sep 09, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
